Geneset/Pathway	Fold Change	Average Expression	t.statistic	P.Value	adj.P.Val	log-odds-ratio	Pathway MemberGenes
Hedgehog up reg. targets (Netpath)	-5.434918573	5.535850087	0.316526978	0.757426053	0.888000271	-6.189448856	"TSC22D3,HHIP,NA,IGF2,IHH,COL10A1,SMO,TNFSF11,THBD,LASP1,GLI1,CCND1,CCND2,MYC,VEGFA,ANGPT1,ANGPT2,PTCH2,FOXA2,NR4A1,PMP22,PTCH1"
Dorso-ventral axis formation (KEGG)	-5.363421699	6.927055224	0.312069765	0.760722561	0.888000271	-6.190904883	"PIWIL4,EGFR,ETS1,ETS2,ETV6,GRB2,KRAS,PIWIL3,NOTCH1,NOTCH2,NOTCH3,NOTCH4,ETV7,PIWIL2,MAPK1,MAPK3,MAP2K1,FMN2,SPIRE1,CPEB1,NA,SOS1,SOS2,SPIRE2,PIWIL1"
RIG-I-like receptor signaling pathway (KEGG)	-5.533493188	5.753798621	-0.310112323	0.762171835	0.888000271	-6.191537908	"TANK,CHUK,MAPK14,CYLD,DDX3X,DDX58,TKFC,TBK1,IFNE,TMEM173,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IFNW1,IKBKB,CXCL8,IL12A,IL12B,CXCL10,IRF3,IRF7,MAP3K1,NFKB1,NFKBIA,NFKBIB,PIN1,RNF125,OTUD5,MAPK8,MAPK11,MAPK9,MAPK10,MAPK13,IFNK,MAVS,RELA,MAPK12,IFIH1,AZI2,MAP3K7,TNF,TRAF2,TRAF3,TRAF6,TRIM25,DHX58,NLRX1,SIKE1,CASP8,CASP10,IKBKG,DDX3Y,TRADD,RIPK1,FADD,ATG12,ATG5,ISG15,IKBKE,TBKBP1"
"{SEPT2,21} (Static Module)"	-5.183436506	7.454439835	-0.308385171	0.763451392	0.888000271	-6.192093208	"ACAP2,AGGF1,ANLN,CEP170,COMMD8,WASHC4,KIAA1109,NOXO1,SEPT4,SEPT1,SEPT10,SEPT11,SEPT7P2,SEPT14,SEPT2,SEPT5,SEPT6,SEPT7,SEPT8,SEPT9"
Inositol phosphate metabolism (KEGG)	-5.67206256	6.320940242	-0.308284622	0.763525907	0.888000271	-6.192125442	"CDIPT,PLCD3,PIP5KL1,PIKFYVE,PLCB1,PIP5K1C,IPMK,INPP5J,IMPA1,IMPA2,INPP1,INPP4A,INPP5A,INPP5B,INPPL1,ITPK1,ITPKA,ITPKB,ALDH6A1,OCRL,PLCE1,ISYNA1,INPP5K,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PI4KA,PI4KB,PIP4K2A,PLCB2,PLCB3,PLCB4,PLCD1,PLCG1,PLCG2,PI4K2B,PI4K2A,MIOX,INPP5E,PTEN,IPPK,TPI1,PIP4K2C,PIP5K1A,PIP5K1B,PIP4K2B,PLCD4,INPP4B,SYNJ1,SYNJ2,PLCZ1,MINPP1"
Statin Pathway (Wikipathways)	-5.140413978	7.952929862	0.307307761	0.764249963	0.888000271	-6.192438066	"CETP,APOA5,CYP7A1,ABCA1,FDFT1,HMGCR,APOA1,APOA2,APOA4,APOB,APOC1,APOC2,APOC3,APOE,LCAT,LDLR,LIPC,LPL,LRP1,MTTP,PLTP,ABCG5,ABCG8,PDIA2,SOAT1,SQLE,ACSS1,DGAT1,SCARB1"
Cytosolic DNA-sensing pathway (KEGG)	-5.565445427	5.516523351	-0.305236746	0.765785791	0.888000271	-6.193097625	"ADAR,POLR3F,POLR3G,POLR3C,RIPK3,POLR3A,TREX1,CHUK,POLR3H,DDX58,PYCARD,TBK1,TMEM173,IFNA1,IFNA2,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNA10,IFNA13,IFNA14,IFNA16,IFNA17,IFNA21,IFNB1,IKBKB,IL1B,IL6,IL18,CXCL10,IRF3,IRF7,CCL4L1,NFKB1,NFKBIA,NFKBIB,POLR1D,POLR3K,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3B,POLR3E,MAVS,RELA,CCL4,CCL5,POLR3D,ZBP1,CASP1,POLR3GL,IKBKG,RIPK1,IL33,AIM2,POLR1C,CCL4L2,IKBKE"
Pancreatic cancer (KEGG)	-5.458302194	6.588852855	0.30501157	0.765952841	0.888000271	-6.193169073	"AKT3,CDK4,CDK6,CDKN2A,RALBP1,CHUK,E2F1,E2F2,E2F3,EGF,EGFR,ERBB2,AKT1,AKT2,VEGFD,PIK3R5,IKBKB,ARAF,JAK1,KRAS,SMAD2,SMAD3,SMAD4,NFKB1,PGF,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLD1,MAPK1,MAPK3,MAPK8,MAPK9,MAPK10,MAP2K1,BAD,RAC1,RAC2,RAC3,RAD51,RAF1,RALA,RALB,RALGDS,RB1,CCND1,RELA,BCL2L1,BRAF,BRCA2,STAT1,STAT3,TGFA,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TP53,VEGFA,VEGFB,VEGFC,CASP9,PIK3R3,IKBKG,ARHGEF6,CDC42"
"{SRF,11} (Static Module)"	-5.206262083	6.109608195	0.301293405	0.768712997	0.889570982	-6.194341345	"BARX2,CRIP2,ELK3,GATA4,HOPX,MAL,MKL1,MKL2,MYOCD,NKX2-3,SRF"
EGFR1 Signaling Pathway (Wikipathways)	-5.580452373	6.685015152	-0.294277671	0.773930159	0.89397407	-6.196514766	"ABI1,SH2D3C,TNK2,SPRY2,TNIP1,VAV3,CEBPA,CEBPB,MAP3K2,RALBP1,SNRPD2P1,CREB1,CRK,CRKL,MAPK14,CSK,CTNND1,AP2A1,DNM1,DUSP1,EEF1A1,EGF,EGFR,ELF3,ELK1,ELK4,EPS8,EPS15,AKT1,PTK2B,FOXO1,FOS,CBLC,GAB1,SIN3A,APPL1,GJA1,GRB2,GRB7,GRB10,GRB14,GIT1,EPN1,SH3KBP1,HTT,HDAC1,HIP1,HRAS,INPPL1,ARAF,JAK1,JAK2,JUN,JUND,ARF4,KRAS,KRT7,KRT8,KRT17,KRT18,SMAD2,SMAD3,MCF2,MAP3K1,MAP3K3,MAP3K4,MYC,ATF1,NCK1,NRAS,PEBP1,PAK1,ASAP1,NDUFA13,PIK3C2B,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PITPNA,PLCG1,PLCG2,PLD1,PLD2,PLEC,PLSCR1,ERRFI1,APPL2,PRKAR1A,PRKCA,PRKCB,PRKCG,PRKCI,PKN2,PRKD1,PRKCZ,MAPK1,MAPK3,MAPK7,MAPK8,MAP2K1,MAP2K2,MAP2K3,MAP2K5,MAP2K7,PTK6,PTPN6,PTPN11,PTPN12,PTPRR,PXN,EPS15L1,RAB5A,RAC1,RAF1,RALB,RALGDS,RASA1,RBBP7,RGS16,RPS6KA1,RPS6KA2,RPS6KA3,CEACAM1,SH3BGRL,SH3GL2,SH3GL3,NA,SHC1,WNK1,NA,SNCA,SNRPD2,SOS1,SOS2,SP1,SRC,STAT1,STAT2,STAT3,STAT5A,STAT5B,STXBP1,TGIF1,VAV1,VAV2,YWHAB,SHOC2,CAMK2A,HIST3H3,ITCH,CASP9,NCK2,KLF11,PTPN5,REPS1,PIK3R3,HAT1,CAV1,CAV2,RFXANK,SOCS1,CBL,CBLB,RIPK1,ZPR1,WASL,MAP3K14,SOCS3,DOK2,REPS2,MTA2,RPS6KA5,BCAR1,USP6NL,GAB2,CDC42"
ErbB signaling pathway (KEGG)	-5.723599783	6.337367357	-0.286293135	0.779881927	0.899208123	-6.198926992	"AKT3,CDKN1A,CDKN1B,PAK4,NRG3,CRK,CRKL,NRG4,HBEGF,EGF,EGFR,EIF4EBP1,ELK1,ERBB2,ERBB3,ERBB4,EREG,AKT1,AKT2,PIK3R5,CBLC,MTOR,ABL1,GAB1,SHC2,ABL2,GRB2,GSK3B,NRG1,HRAS,ARAF,JUN,AREG,KRAS,SHC4,MYC,NCK1,NRAS,PAK1,PAK2,PAK3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLCG1,SHC3,PLCG2,PRKCA,PRKCB,PRKCG,MAPK1,MAPK3,MAPK8,MAPK9,MAPK10,MAP2K1,MAP2K2,MAP2K7,PAK6,PAK5,BAD,PTK2,RAF1,RPS6KB1,RPS6KB2,MAP2K4,SHC1,SOS1,SOS2,SRC,BRAF,STAT5A,STAT5B,BTC,TGFA,CAMK2A,CAMK2B,CAMK2D,CAMK2G,NCK2,PIK3R3,CBL,CBLB,NRG2"
TGF Beta Signaling Pathway (Wikipathways)	-5.137061049	6.383763325	0.283734337	0.781792419	0.899772003	-6.19968621	"FST,LEFTY1,CREBBP,CTNNB1,EGF,ENG,EP300,FKBP1A,ZNF423,FOS,BAMBI,HRAS,IFNG,INHBA,ITGB6,JAK1,JUN,LIF,LTBP1,SMAD1,SMAD2,SMAD3,SMAD4,SMAD5,SMAD6,SMAD7,SMAD9,NFKB1,SERPINE1,LEF1,MAPK3,MAPK9,SKI,SKIL,BMP4,SPP1,STAT1,STAT3,TFE3,TGFB1,LEFTY2,TGFBR1,TGFBR2,TGFBR3,TGIF1,THBS1,TNF,WNT1,RUNX2,RUNX3,FOXH1,NOG,ZFYVE9,ZEB2"
Vitamin D synthesis (Wikipathways)	-5.381493851	4.546440459	0.274757573	0.788506588	0.904278347	-6.202296572	"CYP2R1,CYP24A1,CYP27A1,CYP27B1,GC,PTH,RXRA,VDR"
"{EGFR,24} (Static Module)"	-5.61406416	6.736798599	0.274659298	0.788580193	0.904278347	-6.202324692	"BTC,CAMLG,CPM,EGF,EGFR,EPPK1,ERBB4,EREG,FGF21,FGFR1,FGFR2,FGFR4,HOXC10,IGF1R,LRIG1,MET,MUC4,PDGFRA,PITPNA,SCAMP1,SCAMP2,SCAMP3,SH3BGRL,ZPR1"
Axon guidance (KEGG)	-5.402921515	6.787163486	-0.272772768	0.789993563	0.904278347	-6.202862566	"PLXNC1,CDK5,PAK4,SEMA3A,SEMA6C,SEMA6B,SEMA4F,SEMA4D,SEMA4B,SEMA3C,CFL1,NFAT5,CFL2,CHP1,UNC5D,DCC,DPYSL2,EFNA1,EFNA2,EFNA3,EFNA4,EFNA5,EFNB1,EFNB2,EFNB3,EPHA2,EPHA1,EPHA3,EPHA4,EPHA5,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,UNC5B,SEMA3D,FES,NTNG1,ABLIM3,ARHGEF12,SRGAP2,PLXNB2,ABL1,FYN,NGEF,RND1,GNAI1,GNAI2,GNAI3,EPHA6,GSK3B,RHOD,HRAS,ITGB1,KRAS,RHOA,L1CAM,ABLIM1,LIMK1,LIMK2,MET,NCK1,NFATC1,NFATC2,NFATC3,NFATC4,NRAS,NTN3,PAK1,PAK2,PAK3,PLXNA1,PLXNA2,PLXNB1,PLXNB3,SEMA5B,SEMA4C,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PLXNA3,MAPK1,MAPK3,DPYSL5,SEMA3G,PAK6,PAK5,PTK2,SRGAP1,SEMA6A,LRRC4C,SEMA4G,RAC1,RAC2,RAC3,RASA1,NTN4,RGS3,ROBO1,ROBO2,ROCK1,CXCL12,CHP2,SEMA3F,NA,SEMA4A,ROBO3,SLIT1,SLIT3,CXCR4,SEMA3B,SEMA6D,NCK2,ABLIM2,SEMA7A,UNC5C,NRP1,UNC5A,SEMA5A,SLIT2,NTN1,ROCK2,SEMA3E,SRGAP3,CDC42"
TOR signaling (Wikipathways)	-5.804445492	6.351520041	0.269403708	0.792519586	0.905532307	-6.203814033	"RRAGB,RRAGA,DDIT4L,EIF4EBP1,AKT1,FKBP1A,MTOR,RICTOR,ULK3,PRKAG2,PRKAG3,DDIT4,PRR5,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKCA,RPTOR,RRAGD,RAC1,RHEB,RPS6KB1,RRAGC,MLST8,TSC1,TSC2,MAPKAP1,PRR5L,ULK1,AKT1S1,ULK2,CDC42"
"{CNGB1,17} (Static Module)"	-4.971584361	3.70910781	0.263873336	0.796671467	0.907132828	-6.205350584	"ABCA4,CLCA1,CLCA2,CLCA4,CNGA1,CNGA2,CNGA3,CNGA4,CNGB1,CNGB3,PDE6A,PDE6B,PDE6C,PDE6G,PDE6H,RGS9,SLC24A1"
Nicotinate and nicotinamide metabolism (KEGG)	-5.874306746	4.993104446	-0.26340564	0.797022889	0.907132828	-6.205479086	"NAMPT,NT5C2,NMNAT2,QPRT,NNT,NT5C,AOX1,NMNAT3,NNMT,PNP,NT5E,NT5C3A,ENPP1,ENPP3,NMRK1,NADSYN1,NT5M,NMNAT1,NADK,BST1,NUDT12,NT5C1A,NT5C1B,NAPRT,CD38"
Wnt Signaling Pathway (Wikipathways)	-5.59382605	6.724631463	-0.261813487	0.798219566	0.907132828	-6.205914849	"FRAT1,FZD10,CSNK1E,CTNNB1,DVL1,DVL2,DVL3,FZD2,FBXW2,GSK3B,APC,JUN,RHOA,LDLR,MYC,PAFAH1B1,WNT16,PLAU,WNT4,PPP2R5C,PPP2R5E,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,PRKCH,PRKCI,PRKD1,PRKCQ,PRKCZ,MAPK9,MAPK10,RAC1,CCND1,SFRP4,WNT1,WNT2,WNT3,WNT5A,WNT6,WNT7A,WNT7B,WNT10B,WNT11,WNT2B,FZD5,FZD3,WNT10A,FOSL1,WNT5B,AXIN1,FZD1,FZD6,FZD7,FZD8,FZD9,CCND2,CCND3,WNT3A"
Adipocytokine signaling pathway (KEGG)	-5.706997744	5.980978489	-0.256999115	0.801841368	0.908355982	-6.207216642	"AKT3,CAMKK2,PPARGC1A,CHUK,CPT1C,CPT1A,CPT1B,AGRP,AKT1,AKT2,ACSL1,ACSL3,ACSL4,ACSBG1,ACSL6,MTOR,G6PC,ACACB,IKBKB,IRS1,JAK2,LEP,LEPR,NFKB1,NFKBIA,NFKBIB,NFKBIE,NPY,PCK1,PCK2,ADIPOR1,PRKAG2,ACSL5,PRKAG3,POMC,PPARA,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKCQ,MAPK8,MAPK9,MAPK10,PTPN11,G6PC2,RELA,RXRA,RXRB,RXRG,SLC2A1,SLC2A4,STAT3,STK11,TNF,TNFRSF1A,TNFRSF1B,TRAF2,ADIPOR2,ACSBG2,CAMKK1,IRS4,IKBKG,IRS2,TRADD,SOCS3,ADIPOQ,CD36"
Non-homologous end-joining (KEGG)	-5.754756841	6.544995428	0.256568083	0.802165867	0.908355982	-6.207332028	"RAD50,DNTT,FEN1,XRCC6,POLL,POLM,LIG4,MRE11,PRKDC,DCLRE1C,NA,XRCC4,XRCC5,NHEJ1"
Sulfation Biotransformation Reaction (Wikipathways)	-5.277839675	5.101146727	-0.25001615	0.807103187	0.910805693	-6.209062395	"G6PD,SULT4A1,SULT1C4,SULT1B1,GSR,SULT6B1,SULT1C3,SULT1A4,SULT1E1,SULT1A2,SULT1A1,SULT1A3,SULT1C2,SULT2B1,SULT2A1,PAPSS2,PAPSS1"
"{CEBPA,13} (Static Module)"	-4.602151036	4.896956937	-0.249878591	0.807206941	0.910805693	-6.20909825	"ADH7,AFP,CEBPA,CEBPB,CEBPD,CEBPE,FDPS,HLF,MIA,MMP11,PREB,TRIM26,UBP1"
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis (KEGG)	-5.945144854	5.562271731	-0.247358025	0.809108775	0.911327143	-6.209751791	"PIGK,PIGU,PIGN,GPLD1,PIGW,PIGP,PIGT,PIGA,PIGC,PIGF,PIGH,PIGG,PIGX,PIGV,PGAP1,PIGZ,PIGO,PIGY,GPAA1,DPM2,PIGQ,PIGM,PIGS,PIGL,PIGB"
Regulatory RNA pathways (Reactome)	-6.051427957	6.24602571	-0.242252854	0.812964684	0.912555334	-6.211055401	"DGCR8,DICER1,AGO1,AGO2,AGO3,AGO4,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,RAN,DROSHA,TARBP2,XPO5"
Homologous recombination (Wikipathways)	-5.803808252	5.86834101	-0.24014585	0.814557607	0.912555334	-6.211585588	"RAD50,POLD3,RAD54B,MRE11,NBN,ATM,POLD1,POLD2,POLD4,RAD51,RAD52,RPA1,NA,BRCA2"
ECM-receptor interaction (KEGG)	-5.603656434	7.288462345	0.239182059	0.815286537	0.912555334	-6.211826579	"LAMC3,CHAD,COL1A1,COL1A2,COL2A1,COL3A1,COL4A1,COL4A2,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,COL11A1,COL11A2,COMP,COL6A6,DAG1,LAMB4,ITGA11,SV2C,FN1,GP1BA,GP1BB,GP5,GP9,LAMA1,HMMR,HSPG2,TNC,IBSP,ITGA6,ITGA1,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,AGRN,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,COL5A3,GP6,RELN,SDC1,SDC2,SDC4,TNN,SPP1,THBS1,THBS2,THBS3,THBS4,TNR,TNXB,VTN,VWF,ITGA10,ITGA8,CD36,CD44,CD47,SDC3,SV2B,SV2A"
T cell receptor signaling pathway (KEGG)	-5.870346862	6.169863794	-0.238284223	0.815965749	0.912555334	-6.212050216	"AKT3,RASGRP1,CDK4,PAK4,VAV3,NFAT5,MALT1,CHP1,CHUK,MAP3K8,MAPK14,CSF2,CTLA4,DLG1,AKT1,AKT2,FOS,PIK3R5,CBLC,FYN,LAT,GRB2,GSK3B,ICOS,HRAS,IFNG,IKBKB,IL2,IL4,IL5,IL10,ITK,JUN,KRAS,RHOA,LCK,LCP2,NCK1,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKBIA,NFKBIB,NFKBIE,NRAS,PAK1,PAK2,PAK3,PDCD1,PDK1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PLCG1,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKCQ,MAPK1,MAPK3,MAPK11,MAPK9,MAPK13,MAP2K1,MAP2K2,MAP2K7,PAK6,PAK5,PTPN6,PTPRC,RAF1,RELA,MAPK12,CHP2,SOS1,SOS2,MAP3K7,TEC,TNF,VAV1,VAV2,ZAP70,NCK2,CARD11,PIK3R3,IKBKG,CBL,CBLB,BCL10,MAP3K14,CD3D,CD3E,CD3G,CD247,CD4,CD8A,CD8B,CD28,GRAP2,CD40LG,CDC42"
Fluoropyrimidine Activity (Wikipathways)	-6.061452121	4.816578312	0.227413779	0.824201556	0.918337328	-6.214691809	"NA,ABCC5,ABCC4,CES1,SLC22A7,UPP2,CYP2A6,CYP2A7,DHFR,DPYD,DPYS,TYMP,SLC29A1,ERCC2,FPGS,SMUG1,MTHFR,UPB1,PPAT,RRM1,RRM2,TDG,TK1,TP53,TYMS,UCK2,UMPS,UPP1,XRCC3,UCK1,ABCC3,CES2,GGH,ABCG2,CDA"
Focal adhesion (KEGG)	-5.548464168	7.135442269	-0.226892707	0.824596901	0.918337328	-6.214815366	"AKT3,PAK4,LAMC3,MYL12B,MYL9,VAV3,MYL12A,CHAD,COL1A1,COL1A2,COL2A1,COL3A1,COL4A1,COL4A2,COL4A4,COL4A5,COL4A6,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,COL11A1,COL11A2,COMP,COL6A6,CRK,CRKL,CTNNB1,DIAPH1,DOCK1,EGF,EGFR,ELK1,ERBB2,AKT1,AKT2,VEGFD,LAMB4,ITGA11,FLNA,FLNB,FLNC,FLT1,FLT4,FN1,PIP5K1C,PIK3R5,FYN,SHC2,LAMA1,GRB2,RAPGEF1,ARHGAP35,GSK3B,PARVB,MYLPF,HGF,HRAS,BIRC2,BIRC3,XIAP,TNC,IBSP,IGF1,IGF1R,ILK,ITGA6,ITGA1,ITGA2,ITGA2B,ITGA3,ITGA4,ITGA5,ITGA7,ITGA9,ITGAV,ITGB1,ITGB3,ITGB4,ITGB5,ITGB6,ITGB7,ITGB8,JUN,KDR,RHOA,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,ARHGAP5,SHC4,MET,MYL2,MYL5,MYLK,PPP1R12A,COL5A3,PAK1,PAK2,PAK3,PDGFA,PDGFB,PDGFRA,PDGFRB,PDPK1,PGF,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,SHC3,PPP1CA,PPP1CB,PPP1CC,PARVA,PRKCA,PRKCB,PRKCG,MAPK1,MAPK3,MAPK8,MAPK9,MAPK10,PDGFC,MAP2K1,RELN,PAK6,PAK5,BAD,PTEN,PTK2,PXN,MYL7,RAC1,RAC2,RAC3,RAF1,RAP1A,RAP1B,RASGRF1,CCND1,BCL2,ACTB,ROCK1,TNN,PARVG,SHC1,SOS1,SOS2,SPP1,SRC,BRAF,THBS1,THBS2,THBS3,THBS4,TLN1,ACTG1,TNR,TNXB,VASP,VAV1,VAV2,VCL,VEGFA,VEGFB,VEGFC,VTN,VWF,ZYX,PDGFD,ACTN4,CAPN2,TLN2,PIK3R3,ITGA10,ITGA8,MYLK2,CAV1,CAV2,CAV3,ACTN1,ACTN2,ACTN3,CCND2,CCND3,MYLK3,MYL10,ROCK2,BCAR1,CDC42"
"{BRCA1,28} (Static Module)"	-6.013624948	5.60240082	0.224891895	0.826115414	0.918337328	-6.215287191	"ATM,BARD1,BRCA1,BRIP1,DCLRE1C,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCL,H2AFX,MDC1,MRE11,NBN,NEK1,NR6A1,PAXIP1,RAD50,RBBP8,RINT1,RNF8,TOPBP1,TP53BP1,UIMC1"
Signaling by PDGF (Reactome)	-5.730817998	6.63686809	0.223807365	0.826938826	0.918337328	-6.215541211	"BCAR1,CDK1,COL1A1,COL1A2,COL6A5,COL2A1,COL3A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL5A1,COL5A2,COL6A1,COL6A2,COL6A3,COL6A6,COL9A1,COL9A2,COL9A3,CRK,CRKL,FURIN,GRB2,GRB7,HRAS,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK3,NCK1,NCK2,NRAS,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLAT,PLCG1,PLG,PTPN11,RAF1,RAPGEF1,RASA1,SOS1,SPP1,SRC,STAT1,STAT3,STAT5A,STAT5B,STAT6,THBS1,THBS2,THBS3,THBS4,YWHAB"
Pancreatic secretion (KEGG)	-5.752980058	7.006923492	-0.220189902	0.829686891	0.919720445	-6.216379699	"PLA2G4B,CELA3A,CEL,ADCY1,ADCY2,CFTR,ADCY3,ADCY5,ADCY6,ADCY7,CHRM3,ADCY8,ADCY9,CLCA1,PLA2G4E,CPA1,CPA2,CPA3,CPB1,CPB2,CTRB1,CTRL,SLC26A3,ADCY4,TPCN2,CLCA4,PLCB1,CELA3B,ATP1B4,PLA2G2D,GNAQ,GNAS,AMY2A,AMY2B,PLA2G2E,ITPR1,ITPR2,ITPR3,KCNMA1,KCNQ1,RHOA,PLA2G2C,RAB8A,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,FXYD2,ATP2A1,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,PLA2G3,CELA2B,PLA2G1B,PLA2G2A,PLA2G4A,PLA2G5,PLCB2,PLCB3,PLCB4,PNLIP,PNLIPRP1,PNLIPRP2,PRKCA,PRKCB,PRKCG,PRSS1,PRSS2,PRSS3,RAB27B,RAC1,RAP1A,RAP1B,RYR2,CELA2A,SCTR,PLA2G2F,SLC4A2,SLC9A1,SLC12A2,BST1,TRPC1,CA2,PLA2G12A,PLA2G6,PLA2G10,PLA2G12B,SLC4A4,JMJD7-PLA2G4B,RAB11A,CCKAR,CD38,RAB3D,CLCA2"
Kit Receptor Signaling Pathway (Wikipathways)	-5.802011124	6.700604769	-0.218343845	0.831090197	0.919720445	-6.216802377	"PTPRU,SH2B2,GRAP,CISH,CLTC,SOCS4,CRK,CRKL,CSF2RB,SPRED1,DOK1,SPRED2,EP300,EPOR,AKT1,FES,FGR,ABL1,FYN,STAP1,GRB2,GRB7,GRB10,SH3KBP1,HCK,HRAS,INPP5D,JAK2,KIT,LYN,MATK,KITLG,MITF,PLCE1,PIK3CG,PIK3R1,PIK3R2,PLCG1,PRKCA,PRKCB,MAPK1,MAP2K1,BAD,PTPN6,PTPN11,RAF1,RASA1,RPS6KA1,SHC1,NA,NA,SOS1,SRC,STAT1,STAT3,STAT5A,STAT5B,BTK,TEC,VAV1,VAV2,YES1,SOCS1,CBL,CBLB,MPDZ,TNFRSF10A,SOCS6,SOCS5"
Tryptophan metabolism (KEGG)	-5.205568968	5.702500144	0.215917188	0.832935785	0.920154191	-6.217352624	"WARS2,INMT,TPH2,AFMID,ACMSD,AANAT,CYP1A1,CYP1A2,CYP1B1,DDC,IDO2,ECHS1,EHHADH,ALDH2,ALDH1B1,ALDH9A1,ALDH3A2,HAAO,IL4I1,AOC1,GCDH,HADHA,HADH,AOX1,IDO1,ACAT1,ACAT2,MAOA,MAOB,ASMT,OGDH,ALDH7A1,AADAT,OGDHL,KYAT3,TDO2,TPH1,WARS,CAT,KMO,KYAT1,KYNU"
Signaling by Notch (Reactome)	-6.023573195	7.112607286	0.209536241	0.837793778	0.92390847	-6.218770412	"ADAM10,APH1A,APH1B,DLL1,DLL4,FURIN,JAG1,JAG2,NCSTN,NOTCH1,NOTCH2,NOTCH3,NOTCH4,PSEN1,PSEN2,PSENEN"
Melanoma (KEGG)	-6.211005033	6.085961648	0.206988995	0.839735049	0.924438758	-6.219324607	"AKT3,CDK4,CDK6,CDKN1A,CDKN2A,E2F1,E2F2,E2F3,EGF,EGFR,AKT1,AKT2,FGF1,FGF2,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGF10,FGF11,FGF12,FGF13,FGF14,FGFR1,PIK3R5,FGF20,FGF21,FGF22,HGF,HRAS,IGF1,IGF1R,ARAF,KRAS,MDM2,MET,MITF,NRAS,PDGFA,PDGFB,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,MAPK1,MAPK3,PDGFC,MAP2K1,MAP2K2,BAD,PTEN,RAF1,RB1,CCND1,BRAF,TP53,PDGFD,FGF23,PIK3R3,FGF18,FGF17,FGF16,FGF19,CDH1"
Glutathione metabolism (KEGG)	-5.401299509	6.310701736	-0.198252041	0.846401893	0.928848197	-6.221174367	"GSTO2,GGT6,GSTA5,G6PD,GPX6,GGT1,GGT7,GGT5,OPLAH,GCLC,GCLM,GPX1,GPX2,GPX3,GPX4,GPX5,GPX7,ANPEP,GSR,GSS,GSTA1,GSTA2,GSTA3,GSTA4,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,GSTP1,GSTT1,GSTT2,GSTZ1,IDH1,IDH2,GSTK1,MGST1,MGST2,MGST3,ODC1,RRM2B,LAP3,TXNDC12,PGD,RRM1,RRM2,SMS,SRM,GGCT,GSTO1"
"{SPI1,10} (Static Module)"	-5.637919916	6.695686195	0.196986173	0.847368882	0.928848197	-6.221435806	"ACP5,CD68,FOLR1,GPSM3,JCHAIN,LSP1,MCM3AP,SCARB2,SERPINB1,SPI1"
